rxnList	subSystem	GPR	fluxspan_a	fluxspan_b	FluxSpanRatio	direction	localization	rxnFormula
HMR_3690	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01506[r]  -> h[r] + chsterol[r] + ptdca[r] 
HMR_3692	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01477[r]  -> h[r] + chsterol[r] + M01197[r] 
HMR_3694	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01495[r]  -> h[r] + chsterol[r] + hpdca[r] 
HMR_3695	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01454[r]  -> h[r] + chsterol[r] + M00003[r] 
HMR_3696	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01485[r]  -> h[r] + chsterol[r] + M01238[r] 
HMR_3698	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01464[r]  -> h[r] + chsterol[r] + M00019[r] 
HMR_3699	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01489[r]  -> h[r] + chsterol[r] + vacc[r] 
HMR_3701	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01486[r]  -> h[r] + chsterol[r] + elaid[r] 
HMR_3703	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01474[r]  -> h[r] + chsterol[r] + lneldc[r] 
HMR_3704	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01502[r]  -> h[r] + chsterol[r] + M02613[r] 
HMR_3705	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01492[r]  -> h[r] + chsterol[r] + arach[r] 
HMR_3706	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01463[r]  -> h[r] + chsterol[r] + M00017[r] 
HMR_3707	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01458[r]  -> h[r] + chsterol[r] + CE2510[r] 
HMR_3708	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01484[r]  -> h[r] + chsterol[r] + M01235[r] 
HMR_3709	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01481[r]  -> h[r] + chsterol[r] + M01207[r] 
HMR_3710	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01469[r]  -> chsterol[r] + M02457[r] 
HMR_3711	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01494[r]  -> h[r] + chsterol[r] + M02053[r] 
HMR_3713	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01462[r]  -> h[r] + chsterol[r] + doco13ac[r] 
HMR_3714	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01457[r]  -> h[r] + chsterol[r] + M01582[r] 
HMR_3715	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01509[r]  -> h[r] + chsterol[r] + M03045[r] 
HMR_3716	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01508[r]  -> h[r] + chsterol[r] + lgnc[r] 
HMR_3717	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01465[r]  -> h[r] + chsterol[r] + nrvnc[r] 
HMR_3718	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01496[r]  -> h[r] + chsterol[r] + hexc[r] 
HMR_3719	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01497[r]  -> h[r] + chsterol[r] + M03153[r] 
HMR_3722	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01480[r]  -> h[r] + chsterol[r] + eicostet[r] 
HMR_3724	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01475[r]  -> h[r] + chsterol[r] + clpnd[r] 
HMR_3725	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01482[r]  -> h[r] + chsterol[r] + tetpent3[r] 
HMR_3726	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152655	1.54969607983845	L	[r]	h2o[r] + M01471[r]  -> h[r] + chsterol[r] + tethex3[r] 
HMR_3727	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01466[r]  -> h[r] + chsterol[r] + crvnc[r] 
HMR_3728	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01455[r]  -> h[r] + chsterol[r] + M00010[r] 
HMR_3729	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01460[r]  -> h[r] + chsterol[r] + M00341[r] 
HMR_3736	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01476[r]  -> h[r] + chsterol[r] + adrn[r] 
HMR_3737	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01483[r]  -> h[r] + chsterol[r] + tettet6[r] 
HMR_3738	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152655	1.54969607983845	L	[r]	h2o[r] + M01472[r]  -> h[r] + chsterol[r] + tetpent6[r] 
HMR_3739	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01467[r]  -> h[r] + chsterol[r] + dcsptn1[r] 
HMR_3740	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01456[r]  -> h[r] + chsterol[r] + M00008[r] 
HMR_3741	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	[r]	h2o[r] + M01461[r]  -> h[r] + chsterol[r] + M00021[r] 
HMR_6549	Inositol phosphate metabolism	3631.1 or 8821.1	758.265651438241	487.593744882921	1.5551176761308	L	[c]	h2o[c] + pail34p_hs[c]  -> pi[c] + pail3p_hs[c] 
HMR_6564	Inositol phosphate metabolism	9562.1	758.265651438243	487.593744882921	1.5551176761308	L	[c]	h2o[c] + mi1345p[c]  -> pi[c] + mi145p[c] 
HMR_6580	Inositol phosphate metabolism	8395.1 or 8394.1 or 138429.1 or 23396.1	758.265651438239	487.593744882921	1.55511767613079	L	[g]	atp[g] + pail_hs[g]  -> h[g] + adp[g] + pail5p_hs[g] 
HMR_6584	Inositol phosphate metabolism	93492.1 or 5728.1	758.265651438239	487.593744882921	1.55511767613079	L	[g]	h2o[g] + pail5p_hs[g]  -> pi[g] + pail_hs[g] 
HMR_7652	Inositol phosphate metabolism	51447.1 or 23262.1 or 117283.1 or 9677.1 or 9807.1	758.265651438241	487.593744882921	1.5551176761308	L	[c]	atp[c] + minohp[c]  -> adp[c] + ppmi12346p[c] 
HMR_9802	Glutamate metabolism	27165.1	778.26565143824	507.59374488292	1.53324515773486	L	[c]	h2o[c] + gln_L[c]  -> nh4[c] + glu_L[c] 
HYPOE	Vitamin B6 metabolism	57026.1	758.265651438241	487.593744882923	1.55511767613079	L	[c]	h2o[c] + pyam5p[c]  -> pi[c] + pydam[c] 
MI1345PP	Inositol phosphate metabolism	3635.1 or 8867.2 or 3636.1 or 27124.2 or 8867.1 or 27124.1 or 3633.1 or 56623.1 or 3632.1	382.466159052453	249.764614376945	1.53130642627877	L	[c]	h2o[c] + mi1345p[c]  -> pi[c] + mi134p[c] 
MI134PP	Inositol phosphate metabolism	3628.1	382.466159052453	249.764614376945	1.53130642627877	L	[c]	h2o[c] + mi134p[c]  -> pi[c] + mi34p[c] 
MI145PK	Inositol phosphate metabolism	3706.1 or 80271.1 or 3707.1	758.26565143824	487.593744882921	1.55511767613079	L	[c]	atp[c] + mi145p[c]  -> h[c] + adp[c] + mi1345p[c] 
MI14P4P	Inositol phosphate metabolism	51477.1	771.598984771573	504.690519076468	1.52885571574342	L	[c]	h2o[c] + mi14p[c]  -> pi[c] + mi1p_D[c] 
MI14PP	Inositol phosphate metabolism	3628.1	764.932318104907	499.529228753889	1.53130642627877	L	[c]	h2o[c] + mi14p[c]  -> pi[c] + mi4p_D[c] 
MI1PP	Inositol phosphate metabolism	3612.1 or 3613.1 or 8776.1 or 8898.1	764.932318104908	499.529228753889	1.53130642627877	L	[c]	h2o[c] + mi1p_D[c]  -> pi[c] + inost[c] 
MI1PS	Inositol phosphate metabolism	51477.1	236.800062959902	137.778069775055	1.71870649187143	L	[c]	g6p[c]  -> mi1p_D[c] 
MI34PP	Inositol phosphate metabolism	3631.2 or 3631.1 or 8821.1	382.466159052453	249.764614376945	1.53130642627877	L	[c]	h2o[c] + mi34p[c]  -> pi[c] + mi3p_D[c] 
MI3PP	Inositol phosphate metabolism	3612.1 or 3613.1	382.466159052453	249.764614376945	1.53130642627877	L	[c]	h2o[c] + mi3p_D[c]  -> pi[c] + inost[c] 
MI4PP	Inositol phosphate metabolism	3612.1 or 3613.1	764.932318104907	499.529228753889	1.53130642627877	L	[c]	h2o[c] + mi4p_D[c]  -> pi[c] + inost[c] 
NTD1	Pyrimidine catabolism	30833.1 or 51251.1 	758.26565143824	487.593744882922	1.55511767613079	L	[c]	h2o[c] + dump[c]  -> pi[c] + duri[c] 
NTD2l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.26565143824	487.593744882922	1.55511767613079	L	[l]	h2o[l] + ump[l]  -> pi[l] + uri[l] 
NTD3	Pyrimidine catabolism	93034.1 or 30833.1 or 93034.2 or 2978.1 or 84618.1 or 51251.1 or 4907.1	757.170655064056	487.593744882922	1.55287196156682	L	[c]	h2o[c] + dcmp[c]  -> pi[c] + dcyt[c] 
NTD4	Pyrimidine catabolism	51251.1 or 22978.1 or 84618.1 or 30833.1 or 4907.1 or 93034.1	758.265651438242	487.593744882922	1.5551176761308	L	[c]	h2o[c] + cmp[c]  -> pi[c] + cytd[c] 
NTD4l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.265651438241	487.59374488292	1.5551176761308	L	[l]	h2o[l] + cmp[l]  -> pi[l] + cytd[l] 
NTD5	Pyrimidine catabolism	30833.1 or 22978.1 or 84618.1 or 51251.1 or 4907.1 or 93034.1	758.265651438241	487.593744882921	1.5551176761308	L	[c]	h2o[c] + dtmp[c]  -> pi[c] + thymd[c] 
NTD5l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.265651438238	487.593744882921	1.55511767613079	L	[l]	h2o[l] + dtmp[l]  -> pi[l] + thymd[l] 
PDHm	Glycolysis/gluconeogenesis	( 1738.1 and 8050.1 ) and ( 5161.1 and 5162.1 ) and ( 1737.1 ) or ( 1738.1 and 8050.1 ) and ( 5160.1 and 5162.1 ) and ( 1737.1 )	582.197546531303	382.004136115811	1.52406084512865	L	[m]	nad[m] + coa[m] + pyr[m]  -> nadh[m] + co2[m] + accoa[m] 
PDXPP	Vitamin B6 metabolism	57026.1	758.265651438243	487.59374488292	1.5551176761308	L	[c]	h2o[c] + pdx5p[c]  -> pi[c] + pydxn[c] 
PGK	Glycolysis/gluconeogenesis	5230.1 or 375056.1 or 5232.1	871.313461390556	487.593744882921	1.78696603583332	L	[c]	atp[c] + 3pg[c]  <=> adp[c] + 13dpg[c] 
PGM	Glycolysis/gluconeogenesis	669.1 or 5223.1 or 5224.2 or 5224.1 or 669.2	871.469711390554	487.916325528082	1.78610484174176	L	[c]	2pg[c]  <=> 3pg[c] 
PGMT	Glycolysis/gluconeogenesis	5236.1 or 55276.1	389.018612521151	251.028971152656	1.54969607983845	L	[c]	g1p[c]  <=> g6p[c] 
PI345P5P	Inositol phosphate metabolism	3633.1 or 27124.1 or 3635.1 or 3636.1 or 8871.1 or 56623.1 or 8867.2 or 27124.2 or 8867.1 or 3632.1	758.265651438241	487.593744882922	1.55511767613079	L	[c]	h2o[c] + pail345p_hs[c]  -> pi[c] + pail34p_hs[c] 
PI34P5K	Inositol phosphate metabolism	8394.1 or 23396.1 or 8395.1	758.26565143824	487.593744882921	1.55511767613079	L	[c]	atp[c] + pail34p_hs[c]  -> h[c] + adp[c] + pail345p_hs[c] 
PI3P4K	Inositol phosphate metabolism	55361.1 or 5297.1 or 8394.1 or 23396.1 or 8395.1 or 5298.1	758.265651438241	487.593744882921	1.5551176761308	L	[c]	atp[c] + pail3p_hs[c]  -> h[c] + adp[c] + pail34p_hs[c] 
PI3P5K	Inositol phosphate metabolism	8394.1 or 23396.1 or 8395.1	758.265651438241	487.593744882922	1.5551176761308	L	[c]	atp[c] + pail3p_hs[c]  -> h[c] + adp[c] + pail35p_hs[c] 
PI4P3K	Inositol phosphate metabolism	(5291.1 and 5295.3) or (5296.1 and 5290.1) or (5293.1 and 5296.1) or (5287.1) or (5286.1) or (5293.1 and 8503.1) or (5293.1 and 5295.3) or (5291.1 and 8503.1) or (5295.2 and 5290.1) or (5288.1) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (23533.1 and 5294.1) or (5293.1 and 5295.1) or (5295.2 and 5293.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (10870.1 and 5294.1) or (5295.2 and 5291.1) or (5290.1 and 5295.1)	758.265651438241	487.593744882922	1.55511767613079	L	[c]	atp[c] + pail4p_hs[c]  -> h[c] + adp[c] + pail34p_hs[c] 
PI5P4K	Inositol phosphate metabolism	5297.1 or 55361.1 or 5298.1	758.265651438241	243.79687244146	3.1102353522616	L	[c]	atp[c] + pail5p_hs[c]  -> h[c] + adp[c] + pail45p_hs[c] 
PIK3	Inositol phosphate metabolism	(5295.2 and 5291.1) or (23533.1 and 5294.1) or (5290.1 and 5295.1) or (5293.1 and 5295.3) or 5287.1 or 5286.1 or (5293.1 and 5296.1) or (5295.2 and 5293.1) or (5296.1 and 5291.1) or (5290.1 and 5295.3) or 5288.1 or (5290.1 and 8503.1) or (5291.1 and 5295.3) or (10870.1 and 5294.1) or (5291.1 and 8503.1) or (5293.1 and 5295.1) or (5296.1 and 5290.1) or 5289.1 or (5293.1 and 8503.1) or (5291.1 and 5295.1) or (5295.2 and 5290.1)	758.265651438241	487.593744882921	1.5551176761308	L	[c]	atp[c] + pail_hs[c]  -> h[c] + adp[c] + pail3p_hs[c] 
PIPLC	Inositol phosphate metabolism	23236.2 or 5336.1 or 23007.1 or 113026.1 or 89869.1 or 84812.1 or 9651.1 or 5335.1 or 51196.1 or 257068.1 or 5332.2 or 5331.1 or 5335.2 or 5334.1 or 5332.1 or 5330.1 or 23236.1 or 5333.1	771.598984771574	504.69051907647	1.52885571574342	L	[c]	h2o[c] + pail_hs[c]  -> h[c] + dag_hs[c] + mi1p_D[c] 
PMI12346PH	Inositol phosphate metabolism	117283.1 or 9807.2 or 9807.1	758.265651438241	487.59374488292	1.5551176761308	L	[c]	h2o[c] + ppmi12346p[c]  -> h[c] + pi[c] + minohp[c] 
PMI12346PHn	Inositol phosphate metabolism	51447.3 or 9807.2 or 51447.4 or 51447.6 or 9807.1 or 51447.5 or 117283.1 or 51447.1 or 51447.2	758.26565143824	487.593744882921	1.5551176761308	L	[n]	h2o[n] + ppmi12346p[n]  -> h[n] + minohp[n] + pi[n] 
PYDAMK	Vitamin B6 metabolism	8566.1	758.265651438241	487.593744882921	1.5551176761308	L	[c]	atp[c] + pydam[c]  -> h[c] + adp[c] + pyam5p[c] 
PYDXK	Vitamin B6 metabolism	8566.1	764.932318104907	492.755035205501	1.55235819718391	L	[c]	atp[c] + pydx[c]  -> h[c] + adp[c] + pydx5p[c] 
PYDXNK	Vitamin B6 metabolism	8566.1	758.26565143824	487.593744882921	1.55511767613079	L	[c]	atp[c] + pydxn[c]  -> h[c] + adp[c] + pdx5p[c] 
PYDXPP	Vitamin B6 metabolism	57026.1	758.265651438241	487.593744882922	1.55511767613079	L	[c]	h2o[c] + pydx5p[c]  -> pi[c] + pydx[c] 
PYNP2r	Pyrimidine catabolism	7378.2 or 151531.1 or 7378.1	1648.30600494224	1025.18748976584	1.60780932404737	L	[c]	pi[c] + uri[c]  <=> ura[c] + r1p[c] 
RE0344C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	397.351945854484	259.809458957533	1.52939753405757	L	[c]	h2o[c] + stcoa[c]  <=> h[c] + coa[c] + ocdca[c] 
RE0565C	Fatty acid synthesis	6785.1 or 79071.1 or 60481.1 or 54898.1 	438.8601486059	279.780485053582	1.56858741781741	L	[c]	h[c] + stcoa[c] + malcoa[c]  -> co2[c] + coa[c] + CE2251[c] 
RE0566C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	[c]	h[c] + nadph[c] + CE2251[c]  <=> nadp[c] + CE2247[c] 
RE0567C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	[c]	CE2247[c]  <=> h2o[c] + CE2243[c] 
RE0568C	Fatty acid synthesis	9045.1	438.8601486059	279.780485053582	1.56858741781741	L	[c]	h[c] + nadph[c] + CE2243[c]  <=> nadp[c] + arachcoa[c] 
RE0578C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	389.018612521151	251.028971152656	1.54969607983845	L	[c]	h2o[c] + docoscoa[c]  <=> h[c] + coa[c] + docosac[c] 
r0178	Glutamate metabolism	7915.1	1262.14044793433	600.926260243058	2.10032500064788	L	[m]	h2o[m] + nad[m] + sucsal[m]  <=> 2 h[m] + nadh[m] + succ[m] 
r0354	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521152	261.028971152655	1.83511665546508	L	[c]	itp[c] + glc_D[c]  -> h[c] + idp[c] + g6p[c] 
r0355	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521151	261.028971152656	1.83511665546507	L	[c]	datp[c] + glc_D[c]  -> h[c] + dadp[c] + g6p[c] 
r0365	Propanoate metabolism		758.26565143824	487.593744882919	1.5551176761308	L	[m]	nad[m] + 3hpp[m]  -> h[m] + nadh[m] + msa[m] 
