name	Ctrl_unchanged	ST_top
11DOCRTSLte	0	1
12DHCHOLt	0	1
12PPDRte	0	1
13_CIS_RETNte	0	1
13DAMPPte	0	1
13DMTitr	0	1
13DMTtep	0	1
1513DTACRhr	0	1
1513DTALThr	0	1
1513TACRitr	0	1
1513TACRtep	0	1
15DMTitr	0	1
15DMTtep	0	1
17AHPRGSTRNte	0	1
2AMACHYD	0	1
2H3MVc	1	0
2H3MVte	1	0
2HATVACIDtep	1	0
2HATVACIDthc	1	0
2HATVLACtep	1	0
2HATVLACthc	1	0
2HBO	1	0
2HIVc	1	0
2HIVte	1	0
2M3HVACc	1	0
2M3HVACte	1	0
2M3OVACm	1	0
2M3OVACtm	1	0
2M3OVCOAm	1	0
2MB2COAc	0	1
2MOPtm	1	1
2OXOADPt	1	0
2OXOADPTm	1	0
2PGtr	1	0
34DHOXMANDte	0	1
34DHOXPEGOX	0	1
34DHOXPEGt	0	1
34DHPHAMT	1	0
34DHPHEt	0	1
34DHPLACOX_NADP_	1	0
34DHXMANDACOX	0	1
34DHXMANDACOX_NADP_	0	1
34HPPte	1	0
35DHPVStep	1	0
35DHPVSthc	1	0
35DIODTYRte	0	1
3AIBSYMPt	1	0
3AIBt1	1	0
3AIBTm	1	0
3AIBtmi	1	0
3HADICOAx	0	1
3HADPACte	0	1
3HADPACtxc	0	1
3HADPACx	0	1
3HBCDm	0	1
3HBCOAHLm	0	1
3HBCOARc	0	1
3HCO3_NAt	1	0
3HPVSCOAhc	0	1
3HPVSCOAitm	0	1
3HPVSCOAitx	0	1
3HPVStep	1	0
3HPVSTETCOAhcm	0	1
3HPVSTETCOAhcx	0	1
3HPVSTETCOAitm	0	1
3HPVSTETCOAitx	0	1
3HPVSTEThc	0	1
3HPVSTETtev	0	1
3HPVSthc	1	0
3ISPVStep	1	0
3ISPVSthc	1	0
3MHISt1	1	0
3MHISt2	1	0
3MHISt3	1	0
3MOBte	1	0
3MOPte	1	0
3MOX4HOXMte	0	1
3MOX4HOXPGALDOX	1	0
3MOX4HOXPGALDOX_NADP_	1	0
3MOXTYRt	0	1
3OHSEBACte	0	1
3OHSEBACtxc	0	1
3OHSEBACx	0	1
3OHSEBCOAx	0	1
3OHSUBACte	0	1
3OHSUBACtxc	0	1
3OHSUBACx	0	1
3OHSUBCOAx	0	1
3SALACBOXL	0	1
4ABUTtm	1	0
4HATVACIDtep	1	0
4HATVACIDthc	1	0
4HATVLACtep	1	0
4HATVLACthc	1	0
4MOPt2im	1	0
4MOPte	1	0
4TMEABUTNt1	1	0
4TMEABUTNt2	1	0
56DTHMt	1	0
56DTHMtd	1	0
56DURAt	1	0
56DURAtd	1	0
5ADTSTSTERONESte	0	1
5ADTSTSTERONEte	0	1
5AOPtm	1	0
5HOXINDOAtr	0	1
5HPETtd	1	0
5MTAte	0	1
5MTHFt	1	0
5MTHFt2	1	0
5MTHFt2le	1	0
6EPVStep	1	0
6EPVSthc	1	0
7DHCDCHOLt	0	1
7DHCHOLt	0	1
7DHCHSTEROLtd	1	0
7THFtl	1	0
A_MANASEly	0	1
A4GALTg	0	1
AACTOOR	0	1
AACTte	0	1
AATAi	1	0
ABTArm	1	0
ABTD	0	1
ABTD1	0	1
ABUTD	0	1
ABUTt2r	1	0
ABUTt2rL	1	1
ABUTt4_2_r	1	0
ACACT10m	1	0
ACACT1r	1	0
ACACT1rm	1	0
ACACT1x	1	0
ACACt2	1	0
ACACt2m	1	0
ACACT8p	0	1
ACACT9p	0	1
ACALDt	0	1
ACCOAC	1	0
ACCOAgt	0	1
ACCOAtr	1	0
ACER12r	0	1
ACGALtly	0	1
ACGALtr	0	1
ACGAM6PSi	0	1
ACGAMPM	0	1
ACGAMtly	1	0
ACGPID	0	1
ACITL	1	0
ACLYSHYc	0	1
ACLYSt	0	1
ACNACNGAL14ACGLCGALGLUSIDEte	0	1
ACNACNGALGBSIDEte	0	1
ACNACNGALGBSIDEtg	0	1
ACNAMlt	0	1
ACNAMtn	0	1
ACNAMtr	0	1
ACNMLr	0	1
ACOAD10m	1	0
ACOAD8m	0	1
ACOAD9m	0	1
ACONT	1	0
ACONTm	1	0
ACP1_FMN_	1	0
ACS	0	1
ACSRTNMT	0	1
ACt2r	1	0
ACtg	0	1
ADEt	1	0
ADK1	1	0
ADK3	1	0
ADK3m	1	0
ADNCNT3tc	1	0
ADNK1	1	0
ADNK1m	1	0
ADNtm	1	0
ADPACDAc	0	1
ADPACtd	0	1
ADPCOACROT	0	1
ADPMAN	0	1
ADPtx	1	0
ADRNCOAtx	0	1
ADRNCPT1	0	1
ADRNCPT2	1	1
ADRNCRNt	1	0
ADRNt	1	0
AG13T16g	0	1
AG13T17g	0	1
AG13T18g	0	1
AG13T1g	0	1
AG13T2g	0	1
AG13T3g	0	1
AHC	1	0
AHCYSte	1	0
AHCYStr	0	1
AHEXASE2ly	0	1
AHEXASEly	0	1
AICART	1	0
AKGDm	1	0
AKGMALtm	1	0
AKGt4_3	1	0
AKGtp	1	0
ALAALACNc	1	0
ALAARGCYSr	1	0
ALAARGCYSt	1	0
ALAARGGLYr	1	0
ALAARGGLYt	1	0
ALAASNLEUr	1	0
ALAASNLEUt	1	0
ALADGLNexR	1	0
ALADGLYexR	1	0
ALAGLNexR	1	0
ALAGLYexR	1	0
ALAGLYLYSr	1	0
ALAGLYLYSt	1	0
ALAHISALAr	1	0
ALAHISALAt	1	0
ALAPAT4te	1	0
ALAR	1	0
ALAt2r	1	0
ALAt4	1	0
ALATA_L	1	0
ALAtN1	1	0
ALCD21_D	1	0
ALCD21_L	0	1
ALCD22_D	1	0
ALCD2yf	0	1
ALDD21	1	0
ALDD2x	1	1
ALDD2y	1	1
ALLTNt	0	1
ALR2	0	1
ALR3	0	1
AM4NCShr	0	1
AM4NCStep	0	1
AMETAMte	0	1
AMETr	0	1
AMETt	1	0
AMPDA	1	0
AMPTASECG	0	1
AMPtp	1	0
AMY1e	0	1
ANDRSTRNte	0	1
ANTHte	0	1
APRGSTRNt1e	1	0
ARAB_Lt	0	1
ARABR	0	1
ARACHCPT1	1	0
ARACHCPT2	1	0
ARACHCRNt	1	0
ARACHDCOAtx	1	0
ARACHDt2	1	0
ARACHDtr	1	0
ARACHt	1	0
ARGALAALAr	1	0
ARGALAALAt	1	0
ARGALAPHEr	1	0
ARGALAPHEt	1	0
ARGALATHRr	1	0
ARGALATHRt	1	0
ARGARGLYSr	1	0
ARGARGLYSt	1	0
ARGARGMETr	1	0
ARGARGMETt	1	0
ARGARGr	1	0
ARGARGt	1	0
ARGCYSGLYr	1	0
ARGCYSGLYt	1	0
ARGGLUGLUr	1	0
ARGGLUGLUt	1	0
ARGGLUPROr	1	0
ARGGLUPROt	1	0
ARGGLYGLYr	1	0
ARGGLYGLYt	1	0
ARGLEUPHEr	1	0
ARGLEUPHEt	1	0
ARGN1ASPMDte	0	1
ARGPROTHRr	1	0
ARGPROTHRt	1	0
ARGSERSERr	1	0
ARGSERSERt	1	0
ARGtD	1	0
ARGtm	1	0
ARGTYRVALr	1	0
ARGTYRVALt	1	0
ARGVALCYSr	1	0
ARGVALCYSt	1	0
ARGVALTRPr	1	0
ARGVALTRPt	1	0
ARTFR208	1	0
ASAH1	1	0
ASCBOX	0	1
ASCBt	1	0
ASCBt4	1	0
ASNCYSCYSr	1	0
ASNCYSCYSt	1	0
ASNMETPROr	1	0
ASNMETPROt	1	0
ASNPHEASPr	1	0
ASNPHEASPt	1	0
ASNPHECYSr	1	0
ASNPHECYSt	1	0
ASNt4	1	0
ASNtN1	1	0
ASNTYRGLYr	1	0
ASNTYRGLYt	1	0
ASNTYRPHEr	1	0
ASNTYRPHEt	1	0
ASNTYRTHRr	1	0
ASNTYRTHRt	1	0
ASPASNGLUr	1	0
ASPASNGLUt	1	0
ASPCTr	0	1
ASPDt6	1	0
ASPDTDe	1	0
ASPGLUm	1	0
ASPGLUPROr	1	0
ASPGLUPROt	1	0
ASPGLUr	1	0
ASPGLUt	1	0
ASPGLUTRPr	1	0
ASPGLUTRPt	1	0
ASPHISPROr	1	0
ASPHISPROt	1	0
ASPLYSGLUr	1	0
ASPLYSGLUt	1	0
ASPLYSHISr	1	0
ASPLYSHISt	1	0
ASPMETASPr	1	0
ASPMETASPt	1	0
ASPPROLYSr	1	0
ASPPROLYSt	1	0
ASPt6	1	0
ASPTA	1	0
ASPTAm	1	0
ASPVALASNr	1	0
ASPVALASNt	1	0
ATP1ter	1	0
ATP2ter	1	0
ATPH2e	0	1
ATPS4mi	1	0
ATPtm	1	0
ATVACIDtdu	1	0
B_MANNASEly	0	1
B3GALT3g	0	1
B3GALT41g	0	1
B3GALT43g	0	1
B3GALT44g	0	1
B3GALT5g	0	1
BALABETAtc2	1	0
BALAPAT1tc2	1	0
BAMPPALDOX	0	1
BBHOX	0	1
BCDO	0	1
BCRNe	0	1
BDHm	1	0
BGAL1e	1	1
BGAL1l	0	1
BGAL2l	0	1
BGAL3l	0	1
BHBt	1	0
BHMT	0	1
BILGLCURt	1	0
BILGLCURtr	1	0
BILIRUBtr	1	0
biomass_maintenance	0	1
biomass_maintenance_noTrTr	0	1
BMTer_U	0	1
BPNT	0	1
BTNDe	0	1
BUTSMCT1	1	0
BUTt2r	1	0
C02356t	1	0
C02712te	1	1
C03990t	1	0
C04483t2	1	0
C04717td	0	1
C04805td	1	0
C05463t2	1	0
C05953t	1	0
C05957t	1	0
C06439t	1	0
C09642te	0	1
C101CPT1	0	1
C101CRNe	0	1
C10DCc	0	1
C10DCCACT	0	1
C11695td	1	0
C120CPT1	0	1
C12DCACOT	0	1
C12DCTD	0	1
C12OHc	0	1
C140CPT1	1	0
C141ACBP	0	1
C141OHc	0	1
C141OHe	0	1
C142ACBP	0	1
C142OHc	0	1
C142OHe	0	1
C14OHc	0	1
C160CPT1	1	0
C160CPT2	1	0
C161CPT1	0	1
C161CPT12	0	1
C161CRNt	1	0
C161OHc	0	1
C162ACBP	0	1
C162OHc	0	1
C162OHe	0	1
C16DCc	0	1
C16DCe	0	1
C16OHc	0	1
C180CPT1	1	0
C180CRNt	1	0
C181CPT1	1	0
C181CPT2	1	0
C181CRNt	1	0
C181OHc	0	1
C182OHc	0	1
C18OHc	0	1
C204CPT1	1	0
C204CRNt	1	0
C226COAtx	1	1
C226CPT1	1	0
C226CPT2	1	0
C226CRNt	1	0
C30CPT1	0	1
C40CPT1	1	0
C4CRNCPT2	1	0
C4CRNe	0	1
C4OHc	0	1
C4tcx	1	0
C4x	1	0
C50CPT1	0	1
C51CPT1	0	1
C5DCe	0	1
C60CPT1	1	0
C6COAt	1	0
C6CRNtcx	1	0
C6DCc	0	1
C6DCCACT	0	1
C80CPT1	1	0
C81CPT1	0	1
C81CRNe	0	1
C8DCc	0	1
CA2t	1	0
CA3St	0	1
CAATPS	1	0
CALAtr	1	0
CARNtr	0	1
CAROtr	0	1
CAt7r	1	0
CATm	1	0
CATp	1	0
CBASPte	0	1
CBR2	1	0
CDCA24GSc	0	1
CDCA3GSc	0	1
CDIPTr	1	0
CDPDAGtm	1	0
CDSm	1	0
CE0737te	0	1
CE1243UPKt	0	1
CE1261t	0	1
CE1273t2	1	0
CE1401te	1	0
CE1556td	0	1
CE1617te	0	1
CE1918te	0	1
CE2006te	0	1
CE2172t	0	1
CE2513td	1	0
CE5025t	0	1
CE5026t	0	1
CE5304t	1	0
CE5629t	0	1
CE6031t	0	1
CERT2rt	1	1
CHLPCTD	1	0
CHOLPtl	1	0
CHSTEROLt1	1	0
CHSTEROLt2	1	0
CHSTEROLtg	1	0
CHSTEROLtrc	1	0
CHTNASEe	0	1
CITRtm	1	0
CITt4_2	1	0
CITtam	1	0
CK	1	0
CLCFTRte	1	0
CLPNDCPT1	0	1
CLPNDCPT2	0	1
CLPNDCRNt	1	0
CMPACNAtg	0	1
CMPACNAtn	0	1
CMPSASn	0	1
CO2t	1	0
CO2tm	1	0
CO2tp	1	0
COAtg	0	1
COAtm	1	0
COAtp	1	0
COAtr	1	0
COPROSTt	0	1
Coqe	0	1
CORE2GTg	0	1
CORE3GTg	0	1
CORE4GTg	0	1
CORTSNt	0	1
CORTSNti	0	1
CREATtmdiffir	1	0
CRMte	0	1
CRNrtx	1	0
CRNt	1	0
CRNtim	1	0
CRNtx	1	0
CRTSLt	0	1
CRTSLtr	0	1
CRTSTRNt	0	1
CRVNCtl	0	1
CRVNCtr	1	0
CSAtd	0	1
CSm	1	0
CSNATer	1	0
CSNATr	1	0
CYANt	0	1
CYSASNMETr	1	0
CYSASNMETt	1	0
CYSASPPHEr	1	0
CYSASPPHEt	1	0
CYSCYSr	1	0
CYSCYSt	1	0
CYSGLNMETr	1	0
CYSGLNMETt	1	0
CYSGLTH	1	0
CYSGLUexR	1	0
CYSGLUHISr	1	0
CYSGLUHISt	1	0
CYSGLYexR	1	0
CYSLEUTHRr	1	0
CYSLEUTHRt	1	0
CYSSERMETr	1	0
CYSSERMETt	1	0
CYSSNAT5tc	1	0
CYST_Ltr	1	0
CYSt4	1	0
CYSTA	1	0
CYSTS	1	0
CYSTYRASNr	1	0
CYSTYRASNt	1	0
CYTDK1	1	0
CYTDt2r	1	0
CYTK10	0	1
CYTK11	1	1
CYTK12	1	1
CYTK12n	1	0
CYTK13	1	1
CYTK13n	1	0
CYTK14	0	1
CYTK2	1	0
CYTK2n	1	0
CYTK3	1	0
CYTK4	1	0
CYTK5	0	1
CYTK6	1	1
CYTK6n	1	0
CYTK7	0	1
CYTK8	1	0
D_LACtm	0	1
D3AIBTm	1	0
DACGST	0	1
DACT	1	0
DAG_HSter	0	1
DAGK_hs	1	0
DAGt	1	0
DALAt2r	1	0
DASCBR	1	0
DCA24GSr	0	1
DCA24Gtr	0	1
DCA3GSr	0	1
DCA3Gtr	0	1
DCK1n	1	0
DCK2n	1	0
DCMPtr	1	0
DCSPTN1COAtx	0	1
DCSPTN1CPT1	0	1
DCSPTN1CPT2	0	1
DCSPTN1CRNt	1	0
DCT	0	1
DDCAte	0	1
DDCRNe	0	1
DDECCRNe	0	1
DEOXFVShc	0	1
DEOXFVSitx	0	1
DEOXFVStev	0	1
DESAT16_2	1	0
DESAT18_5	0	1
DESAT18_6	1	0
DESAT18_8	1	0
DESAT20_1	0	1
DESAT20_2	0	1
DESAT24_1	0	1
DGCHOLte	1	0
DGCHOLtx	1	0
DGK1	1	0
DGULND	0	1
DHAAt1r	1	0
DHBPTt	0	1
DHCHOLESTANATEt	1	0
DHCRMter	0	1
DHEASt	1	0
DHFR	1	0
DHPM1	1	0
DHPR2	0	1
DIDPtn	1	0
DITPtn	1	0
DLNLCGCPT1	1	0
DLNLCGCPT2	1	1
DM_12dhchol[c]	0	1
DM_13_cis_retn_n_	0	1
DM_4glu56dihdind[c]	0	1
DM_7dhcdchol[c]	0	1
DM_7dhchol[c]	0	1
DM_adprbp[c]	0	1
DM_anth	0	1
DM_Asn_X_Ser_Thr_ly_	0	1
DM_atp_c_	0	1
DM_C02712[c]	0	1
DM_ca3s[c]	0	1
DM_cdca24g[c]	0	1
DM_cdca3g[c]	0	1
DM_CE4888[c]	0	1
DM_CE5026[c]	0	1
DM_coprost[c]	0	1
DM_core5_g_	0	1
DM_core7_g_	0	1
DM_core8_g_	0	1
DM_dca24g[c]	0	1
DM_dca3g[c]	0	1
DM_dem2emgacpail_prot_hs_r_	0	1
DM_dgpi_prot_hs_r_	0	1
DM_dopa[c]	0	1
DM_gcdca3s[c]	0	1
DM_gd3_hs[l]	0	1
DM_gpi_sig_er_	0	1
DM_gudca3s[c]	0	1
DM_icdchol[c]	0	1
DM_isochol[c]	0	1
DM_itp[n]	0	1
DM_Lcystin	1	0
DM_m_em_3gacpail_prot_hs_r_	0	1
DM_melanin_c_	0	1
DM_mi14p[c]	1	0
DM_mqn10[c]	0	1
DM_mqn11[c]	0	1
DM_mqn7[c]	0	1
DM_mqn8[c]	0	1
DM_mqn9[c]	0	1
DM_n5m2masn_g_	0	1
DM_retn[n]	0	1
DM_Ser_Thr_ly_	0	1
DM_sph1p[n]	0	1
DM_T_antigen_g_	0	1
DM_tcdca3s[c]	0	1
DM_tudca3s[c]	0	1
DM_tym[c]	0	1
DM_uchol[c]	0	1
DMGLYtr	0	1
DMHPTCRNCPT2	0	1
DMHPTCRNt	1	0
DMHPTCRNte	0	1
DMNONCRNCPT2	0	1
DMNONCRNt	1	0
DOCOSACTDe	1	1
DOCOSACTDr	0	1
DODECANACtd	0	1
DOLMANP_Uter	0	1
DOLPMT3_Uer	0	1
DOLPMT4_Uer	0	1
DOPACCL	0	1
DOPAENT4tc	1	0
DOPAMT	0	1
DOPAQNISO1	0	1
DSPVShc	0	1
DSPVSitr	0	1
DSPVStev	0	1
DTDPtn	1	0
DTTPtn	1	0
DUDPtn	1	0
DURAD	1	0
DURIPP	1	0
DUTPDPm	1	0
ECOAH12m	0	1
ECOAH1m	1	0
ECOAH9m	1	0
EICOSTETCPT2	0	1
EICOSTETCRNt	1	0
ELAIDCPT1	1	0
ELAIDCPT2	1	0
ELAIDCRNt	1	0
ELAIDCRNtd	0	1
ELAIDCRNte	1	0
ENGASE2ly	0	1
ENGASE3ly	0	1
ENGASEly	0	1
ENO	1	0
ESTRADIOLt	0	1
ESTRADIOLtr	1	0
ESTRONESt	1	0
ESTRONEtr	1	0
ETHAMPtr	1	0
ETHAt	1	0
ETOHt	0	1
EX_10fthf[e]	0	1
EX_10fthf5glu[e]	0	1
EX_10fthf6glu[e]	0	1
EX_10fthf7glu[e]	0	1
EX_12dgr120[e]	0	1
EX_12dhchol[e]	0	1
EX_12HPET[e]	0	1
EX_12ppd_R[e]	0	1
EX_13_cis_retn[e]	0	1
EX_13dampp[e]	0	1
EX_13dmt[e]	0	1
EX_1513tacr[e]	0	1
EX_15dmt[e]	0	1
EX_2h3mv[e]	1	0
EX_2hiv[e]	1	0
EX_2m3hvac[e]	1	0
EX_2oxoadp[e]	1	0
EX_2pg[e]	1	0
EX_34dhoxmand[e]	0	1
EX_34dhoxpeg[e]	0	1
EX_34dhphe[e]	0	1
EX_34hpp[e]	1	0
EX_35diotyr[e]	0	1
EX_3aib[e]	1	0
EX_3bcrn[e]	0	1
EX_3ddcrn[e]	0	1
EX_3hadpac[e]	0	1
EX_3hdececrn[e]	0	1
EX_3hexdcrn[e]	0	1
EX_3hpvs[e]	0	1
EX_3hpvstet[e]	0	1
EX_3ivcrn[e]	0	1
EX_3mhis[e]	1	0
EX_3mob[e]	1	0
EX_3mop[e]	1	0
EX_3mox4hoxm[e]	0	1
EX_3moxtyr[e]	0	1
EX_3octdec2crn[e]	0	1
EX_3octdeccrn[e]	0	1
EX_3octdece1crn[e]	0	1
EX_3ohsebac[e]	0	1
EX_3ohsubac[e]	0	1
EX_3tdcrn[e]	0	1
EX_3tetd7ecoacrn[e]	0	1
EX_3thexddcoacrn[e]	0	1
EX_3ttetddcoacrn[e]	0	1
EX_4abut[e]	1	0
EX_4abutn[e]	0	1
EX_4mop[e]	1	0
EX_4nph[e]	0	1
EX_4tmeabutn[e]	0	1
EX_5adtststerone[e]	0	1
EX_5adtststerones[e]	0	1
EX_5cysgly34dhphe[e]	0	1
EX_5dhf[e]	0	1
EX_5hoxindoa[e]	0	1
EX_5HPET[e]	1	0
EX_5mta[e]	0	1
EX_5mthf[e]	1	0
EX_6thf[e]	0	1
EX_7dhcdchol[e]	0	1
EX_7dhchol[e]	0	1
EX_7dhchsterol[e]	1	0
EX_7dhf[e]	0	1
EX_7thf[e]	0	1
EX_aact[e]	0	1
EX_abt_D[e]	0	1
EX_ac[e]	0	1
EX_acac[e]	1	0
EX_acald[e]	0	1
EX_acgal[e]	0	1
EX_acgam[e]	0	1
EX_aclys[e]	0	1
EX_acnacngal14acglcgalgluside_hs[e]	0	1
EX_acnacngalgbside_hs[e]	0	1
EX_acnam[e]	0	1
EX_ade[e]	1	0
EX_adn[e]	1	0
EX_adp[e]	0	1
EX_adpac[e]	0	1
EX_adpman[e]	0	1
EX_adprbp[e]	0	1
EX_adrn[e]	0	1
EX_ahdt[e]	0	1
EX_akg[e]	1	0
EX_ala_D[e]	1	0
EX_ala_L[e]	1	0
EX_alaargcys[e]	1	0
EX_alaarggly[e]	1	0
EX_alaasnleu[e]	1	0
EX_alaglylys[e]	1	0
EX_alahisala[e]	1	0
EX_aldstrn[e]	0	1
EX_alltn[e]	0	1
EX_am4ncs[e]	0	1
EX_ametam[e]	0	1
EX_amp[e]	0	1
EX_andrstrn[e]	0	1
EX_anth[e]	0	1
EX_arab_L[e]	0	1
EX_arach[e]	1	1
EX_arachd[e]	1	0
EX_arg_L[e]	1	0
EX_argalaala[e]	1	0
EX_argalaphe[e]	1	0
EX_argalathr[e]	1	0
EX_argarg[e]	1	0
EX_argarglys[e]	1	0
EX_argargmet[e]	1	0
EX_argcysgly[e]	1	0
EX_arggluglu[e]	1	0
EX_argglupro[e]	1	0
EX_argglygly[e]	1	0
EX_argleuphe[e]	1	0
EX_argprothr[e]	1	0
EX_argserser[e]	1	0
EX_argtyrval[e]	1	0
EX_argvalcys[e]	1	0
EX_argvaltrp[e]	1	0
EX_ascb_L[e]	0	1
EX_asn_L[e]	1	0
EX_asncyscys[e]	1	0
EX_asnmetpro[e]	1	0
EX_asnpheasp[e]	1	0
EX_asnphecys[e]	1	0
EX_asntyrgly[e]	1	0
EX_asntyrphe[e]	1	0
EX_asntyrthr[e]	1	0
EX_asp_L[e]	1	0
EX_aspasnglu[e]	1	0
EX_aspglu[e]	1	0
EX_aspglupro[e]	1	0
EX_aspglutrp[e]	1	0
EX_asphispro[e]	1	0
EX_asplysglu[e]	1	0
EX_asplyshis[e]	1	0
EX_aspmetasp[e]	1	0
EX_aspprolys[e]	1	0
EX_aspvalasn[e]	1	0
EX_atp[e]	1	0
EX_avite1[e]	1	0
EX_bhb[e]	0	1
EX_bilglcur[e]	0	1
EX_bilirub[e]	0	1
EX_biocyt[e]	0	1
EX_btn[e]	1	1
EX_but[e]	1	1
EX_C01601[e]	0	1
EX_C02356[e]	1	0
EX_C02470[e]	0	1
EX_C02712[e]	1	1
EX_C04717[e]	0	1
EX_C04805[e]	1	0
EX_C04849[e]	0	1
EX_C09642[e]	0	1
EX_c101crn[e]	0	1
EX_C11695[e]	1	0
EX_c16dc[e]	0	1
EX_c4crn[e]	0	1
EX_c51crn[e]	0	1
EX_c5dc[e]	0	1
EX_c81crn[e]	0	1
EX_ca2[e]	0	1
EX_ca3s[e]	0	1
EX_cala[e]	1	0
EX_carn[e]	0	1
EX_caro[e]	0	1
EX_cbasp[e]	0	1
EX_cdp[e]	0	1
EX_cdpea[e]	0	1
EX_CE0074[e]	0	1
EX_CE0737[e]	0	1
EX_CE1243[e]	0	1
EX_CE1261[e]	0	1
EX_CE1273[e]	1	0
EX_CE1401[e]	1	0
EX_CE1557[e]	0	1
EX_CE1617[e]	0	1
EX_CE1918[e]	0	1
EX_CE1925[e]	0	1
EX_CE1926[e]	0	1
EX_CE2006[e]	0	1
EX_CE2172[e]	0	1
EX_CE2510[e]	0	1
EX_CE2838[e]	0	1
EX_CE2839[e]	0	1
EX_CE2915[e]	0	1
EX_CE2916[e]	0	1
EX_CE2917[e]	0	1
EX_CE4633[e]	0	1
EX_CE4722[e]	0	1
EX_CE4723[e]	0	1
EX_CE4724[e]	0	1
EX_CE4881[e]	0	1
EX_CE4890[e]	0	1
EX_CE5025[e]	0	1
EX_CE5026[e]	0	1
EX_CE5304[e]	1	0
EX_CE5629[e]	0	1
EX_CE5786[e]	0	1
EX_CE5787[e]	0	1
EX_CE5788[e]	0	1
EX_CE5789[e]	0	1
EX_CE5791[e]	0	1
EX_CE5797[e]	0	1
EX_CE5798[e]	0	1
EX_CE5853[e]	0	1
EX_CE5854[e]	0	1
EX_CE5867[e]	0	1
EX_CE5868[e]	0	1
EX_CE5869[e]	0	1
EX_CE6031[e]	0	1
EX_chtn[e]	0	1
EX_citr_L[e]	1	0
EX_cl[e]	0	1
EX_clpnd[e]	0	1
EX_cmp[e]	0	1
EX_cmpacna[e]	0	1
EX_co2[e]	1	0
EX_coa[e]	0	1
EX_coprost[e]	0	1
EX_core5[e]	0	1
EX_core7[e]	0	1
EX_core8[e]	0	1
EX_cortsn[e]	0	1
EX_creat[e]	1	0
EX_crm_hs[e]	0	1
EX_crn[e]	0	1
EX_crtsl[e]	0	1
EX_crtstrn[e]	0	1
EX_crvnc[e]	0	1
EX_csa[e]	0	1
EX_cyan[e]	0	1
EX_cys_L[e]	1	0
EX_cysam[e]	0	1
EX_cysasnmet[e]	1	0
EX_cysaspphe[e]	1	0
EX_cyscys[e]	1	0
EX_cysglnmet[e]	1	0
EX_cysgluhis[e]	1	0
EX_cysleuthr[e]	1	0
EX_cyssermet[e]	1	0
EX_cyst_L[e]	1	0
EX_cystyrasn[e]	1	0
EX_cytd[e]	1	0
EX_dag_hs[e]	1	0
EX_dchac[e]	1	0
EX_dcmp[e]	1	0
EX_dcsptn1[e]	0	1
EX_dcyt[e]	0	1
EX_ddca[e]	0	1
EX_ddecrn[e]	0	1
EX_deoxfvs[e]	0	1
EX_dgchol[e]	1	0
EX_dgmp[e]	0	1
EX_dgtp[e]	0	1
EX_dhbpt[e]	0	1
EX_dhcholestanate[e]	1	0
EX_dhdascb[e]	0	1
EX_dhf[e]	0	1
EX_ditp[e]	0	1
EX_dlnlcg[e]	1	1
EX_dmgly[e]	0	1
EX_dmhptcrn[e]	0	1
EX_doco13ac[e]	0	1
EX_docosac[e]	0	1
EX_dodecanac[e]	0	1
EX_dopa[e]	0	1
EX_dpcoa[e]	0	1
EX_dspvs[e]	0	1
EX_dtmp[e]	0	1
EX_dttp[e]	0	1
EX_eicostet[e]	0	1
EX_elaid[e]	0	1
EX_elaidcrn[e]	0	1
EX_estradiol[e]	0	1
EX_etha[e]	1	0
EX_ethamp[e]	1	0
EX_etoh[e]	0	1
EX_f1a[e]	0	1
EX_fad[e]	1	0
EX_fald[e]	0	1
EX_fdp[e]	1	0
EX_fe2[e]	1	0
EX_fe3[e]	1	0
EX_fmn[e]	0	1
EX_fol[e]	1	0
EX_for[e]	1	0
EX_forglu[e]	0	1
EX_fru[e]	0	1
EX_fuc_L[e]	0	1
EX_fucacgalfucgalacglcgalgluside_hs[e]	0	1
EX_fum[e]	1	0
EX_ga1_hs[e]	0	1
EX_gal[e]	1	1
EX_galgluside_hs[e]	0	1
EX_galt[e]	1	1
EX_gam[e]	0	1
EX_gbside_hs[e]	0	1
EX_gcdca3s[e]	0	1
EX_gchola[e]	1	0
EX_gd1c_hs[e]	0	1
EX_gd3_hs[e]	0	1
EX_glc_D[e]	1	0
EX_glcur[e]	0	1
EX_gln_L[e]	1	0
EX_glnasngln[e]	1	0
